,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
153,2023-11-22,P024,Bilgisayar,Elektronik,816.21,13,10610.73,5318
154,2024-05-23,P087,Kulaklık,Elektronik,998.07,17,16967190000000000,7021
155,2023-02-12,P082,Defter,Kırtasiye,1170.6,16,18729.6,5209
156,2024-01-15,P097,Su Şişesi,Mutfak Ürünleri,928.07,11,10208.77,4986
157,2024-04-29,P024,Bilgisayar,Elektronik,1109.56,3,3328.68,2312
158,2023-04-11,P082,Defter,Kırtasiye,771.8,12,9261.6,1499
159,2023-10-23,P018,Telefon,Elektronik,2024-07-11 00:00:00,5,55.35,3111
160,2024-07-11,P018,Telefon,Elektronik,729.28,16,11668.48,9260
161,2024-03-31,P087,Kulaklık,Elektronik,903.34,14,12646.76,3196
162,2023-01-08,P010,Çanta,Giyim,1182.59,17,20104.03,8024
163,2023-05-15,P087,Kulaklık,Elektronik,621.7,5,3108.5,1431
164,2024-02-10,P087,Kulaklık,Elektronik,873.05,5,4365.25,7423
165,2024-07-05,P010,Çanta,Giyim,603.99,9,5435.91,7530
166,2022-11-10,P097,Su Şişesi,Mutfak Ürünleri,549.64,12,6595.68,9880
167,2024-02-17,P037,Fırın,Ev Aletleri,771.44,16,12343.04,8915
168,2023-07-09,P010,Çanta,Giyim,1180.98,4,4723.92,6258
169,2023-05-13,P097,Su Şişesi,Mutfak Ürünleri,671.2,15,10068.0,3955
170,2023-02-11,P087,Kulaklık,Elektronik,1010.34,7,7072.38,6863
171,2023-01-06,P082,Defter,Kırtasiye,283.44,9,2550.96,2661
172,2023-08-18,P024,Bilgisayar,Elektronik,260.59,9,2345.31,6123
173,2023-01-14,P037,Fırın,Ev Aletleri,248.75,9,2238.75,8900
174,2024-10-11,P024,Bilgisayar,Elektronik,388.0,14,5432.0,5619
175,2024-07-03,P063,Klima,Elektronik,614.08,15,9211.2,7152
176,2022-12-25,P018,Telefon,Elektronik,23.75,4,95.0,3393
177,2023-12-19,P011,Kalem,Kırtasiye,291.36,4,1165.44,2535
178,2023-05-24,P032,Mouse,Elektronik,177.89,6,1067.34,4741
179,2024-03-27,P011,Kalem,Kırtasiye,280.37,19,5327.03,2619
180,2024-05-18,P082,Defter,Kırtasiye,23.59,6,141.54,5760
181,2024-03-23,P097,Su Şişesi,Mutfak Ürünleri,1119.64,11,12316.04,1167
182,2022-11-29,P024,Bilgisayar,Elektronik,345.03,1,345.03,1960
183,2024-02-13,P024,Bilgisayar,Elektronik,980.43,15,14706.45,9519
184,2024-04-15,P037,Fırın,Ev Aletleri,894.77,19,17000.63,2870
185,2023-07-07,P082,Defter,Kırtasiye,975.47,6,5852.82,6443
186,2023-03-06,P018,Telefon,Elektronik,711.34,13,9247.42,6202
187,2023-06-12,P018,Telefon,Elektronik,813.43,15,12201.45,2662
188,2024-07-09,P063,Klima,Elektronik,131.65,6,7899000000000000,9178
189,2024-08-14,P097,Su Şişesi,Mutfak Ürünleri,978.69,17,16637.73,5645
190,2024-02-21,P018,Telefon,Elektronik,813.57,2,1627.14,3706
191,2023-10-13,P087,Kulaklık,Elektronik,426.3,4,1705.2,8188
192,2024-02-14,P097,Su Şişesi,Mutfak Ürünleri,1403.12,4,5612.48,1981
193,2023-11-27,P063,Klima,Elektronik,133.38,8,1067.04,4465
194,2024-10-26,P010,Çanta,Giyim,192.07,17,3265.19,5164
195,2023-05-18,P063,Klima,Elektronik,1935-07-01 00:00:00,13,95.55,6741
196,2023-09-29,P087,Kulaklık,Elektronik,537.13,11,5908.43,6533
197,2023-07-02,P024,Bilgisayar,Elektronik,1102.28,3,3306.84,5735
198,2023-05-27,P024,Bilgisayar,Elektronik,25.79,15,386.85,4869
199,2023-12-13,P032,Mouse,Elektronik,122.66,15,1839.9,2217
200,2024-08-09,P011,Kalem,Kırtasiye,1004.66,1,1004.66,4310
201,2023-02-12,P032,Mouse,Elektronik,528.21,8,4225.68,6671
202,2023-12-13,P032,Mouse,Elektronik,180.98,4,723.92,4263
203,2024-08-20,P010,Çanta,Giyim,20.13,7,140.91,8586
204,2023-07-12,P018,Telefon,Elektronik,418.85,16,6701.6,7138
205,2023-09-23,P097,Su Şişesi,Mutfak Ürünleri,799.32,5,3996.6,3486
206,2023-09-02,P087,Kulaklık,Elektronik,155.58,10,15558000000000000,2333
207,2024-09-05,P087,Kulaklık,Elektronik,959.75,2,1919.5,9826
208,2024-05-16,P032,Mouse,Elektronik,565.78,5,2828.9,7147
209,2023-10-25,P010,Çanta,Giyim,1438.84,13,18704.92,5627
210,2023-01-07,P010,Çanta,Giyim,840.93,15,12613.95,2262
211,2023-09-12,P011,Kalem,Kırtasiye,571.47,13,7429110000000000,7509
212,2024-10-14,P063,Klima,Elektronik,17.45,18,314.1,9520
213,2023-12-12,P082,Defter,Kırtasiye,965.26,11,10617.86,3092
214,2023-04-17,P082,Defter,Kırtasiye,1184.11,9,10656.99,9880
215,2024-06-01,P063,Klima,Elektronik,126.77,8,1014.16,4272
216,2024-04-03,P032,Mouse,Elektronik,281.06,5,1405.3,6305
217,2023-03-23,P018,Telefon,Elektronik,1989-07-01 00:00:00,13,102.57,6298
218,2023-01-24,P018,Telefon,Elektronik,440.0,14,6160.0,3049
219,2024-07-23,P087,Kulaklık,Elektronik,546.44,18,9835920000000000,7380
220,2023-08-29,P010,Çanta,Giyim,1392.59,9,12533.31,6477
221,2022-11-30,P037,Fırın,Ev Aletleri,1307.11,2,2614.22,6762
222,2024-10-04,P082,Defter,Kırtasiye,62.92,9,566.28,4474
223,2024-05-05,P063,Klima,Elektronik,59.36,19,1127.84,6027
224,2023-07-25,P037,Fırın,Ev Aletleri,1440.2,17,24483.4,9921
225,2024-08-05,P011,Kalem,Kırtasiye,104.18,8,833.44,4753
226,2024-05-07,P097,Su Şişesi,Mutfak Ürünleri,905.86,12,10870.32,5643
227,2024-08-08,P018,Telefon,Elektronik,688.41,5,3442.05,1943
228,2024-04-24,P087,Kulaklık,Elektronik,1122.45,18,20204.1,6491
229,2024-05-08,P011,Kalem,Kırtasiye,389.72,9,35074800000000000,9634
230,2023-08-20,P010,Çanta,Giyim,683.63,19,12988.97,8437
231,2024-01-24,P097,Su Şişesi,Mutfak Ürünleri,759.91,5,3799.55,7427
232,2024-02-29,P063,Klima,Elektronik,57.42,12,689.04,4598
233,2023-08-04,P037,Fırın,Ev Aletleri,847.28,12,10167.36,9083
234,2023-04-03,P011,Kalem,Kırtasiye,1303.79,1,1303.79,5831
235,2024-06-17,P037,Fırın,Ev Aletleri,880.55,17,14969.35,7028
236,2024-03-22,P063,Klima,Elektronik,865.5,16,13848.0,1059
237,2024-05-29,P011,Kalem,Kırtasiye,110.03,3,33009000000000000,6923
238,2024-06-24,P082,Defter,Kırtasiye,102.92,4,411.68,8570
239,2024-06-16,P010,Çanta,Giyim,238.69,10,2386.9,1587
240,2023-11-08,P011,Kalem,Kırtasiye,973.35,12,11680.2,9386
241,2024-02-15,P037,Fırın,Ev Aletleri,1498.49,11,16483.39,2856
242,2023-10-25,P011,Kalem,Kırtasiye,560.16,7,3921.12,8448
243,2024-05-15,P037,Fırın,Ev Aletleri,643.89,16,10302.24,2111
244,2023-06-16,P018,Telefon,Elektronik,149.73,15,2245.95,9890
245,2024-10-02,P010,Çanta,Giyim,956.26,7,6693.82,9469
246,2022-11-18,P018,Telefon,Elektronik,966.9,10,9669.0,1577
247,2024-07-20,P037,Fırın,Ev Aletleri,273.6,5,1368.0,2214
248,2022-12-09,P024,Bilgisayar,Elektronik,637.19,6,3823.14,2515
249,2024-09-09,P018,Telefon,Elektronik,59.96,10,599.6,3406
250,2023-09-13,P032,Mouse,Elektronik,1969-11-01 00:00:00,12,140.28,7541
251,2024-02-22,P037,Fırın,Ev Aletleri,1392.03,10,13920.3,4587
252,2024-02-09,P010,Çanta,Giyim,1373.56,1,1373.56,5012
253,2023-07-16,P087,Kulaklık,Elektronik,573.58,2,1147.16,5901
254,2024-03-24,P087,Kulaklık,Elektronik,499.96,14,6999.44,5381
255,2024-06-19,P097,Su Şişesi,Mutfak Ürünleri,676.85,3,2030.55,8753
256,2024-07-11,P032,Mouse,Elektronik,70.56,3,211.68,7550
257,2024-04-13,P024,Bilgisayar,Elektronik,350.31,7,2452.17,8755
258,2023-11-02,P024,Bilgisayar,Elektronik,505.93,17,8600.81,2464
259,2024-02-10,P097,Su Şişesi,Mutfak Ürünleri,1107.06,13,14391.78,6266
260,2024-08-18,P032,Mouse,Elektronik,966.57,10,9665.7,7958
261,2024-04-24,P063,Klima,Elektronik,34.7,12,416.4,1045
262,2023-03-27,P032,Mouse,Elektronik,388.54,5,1942.7,7591
263,2023-02-21,P011,Kalem,Kırtasiye,52.71,12,632.52,3795
264,2023-06-16,P082,Defter,Kırtasiye,732.4,15,10986.0,3595
265,2024-01-21,P010,Çanta,Giyim,223.7,13,2908.1,1797
266,2024-01-05,P063,Klima,Elektronik,1134.04,11,12474.44,8970
267,2024-10-13,P082,Defter,Kırtasiye,604.93,12,7259.16,7469
268,2024-08-21,P063,Klima,Elektronik,767.97,9,69117300000000000,2941
269,2023-06-23,P063,Klima,Elektronik,471.12,3,1413.36,1748
270,2024-04-25,P032,Mouse,Elektronik,535.47,8,4283.76,1797
271,2023-08-23,P063,Klima,Elektronik,335.95,9,3023.55,9049
272,2024-06-26,P024,Bilgisayar,Elektronik,1394.74,18,25105.32,7289
273,2024-06-15,P024,Bilgisayar,Elektronik,451.42,17,7674.14,8939
274,2023-09-03,P087,Kulaklık,Elektronik,847.18,13,11013.34,7162
275,2024-07-26,P063,Klima,Elektronik,409.59,2,819.18,6182
276,2024-08-16,P063,Klima,Elektronik,888.56,11,9774.16,2735
277,2023-09-29,P032,Mouse,Elektronik,736.02,10,7360.2,4763
278,2024-01-26,P032,Mouse,Elektronik,1275.01,11,14025.11,2520
279,2023-09-10,P037,Fırın,Ev Aletleri,647.87,13,8422.31,5071
280,2024-09-12,P037,Fırın,Ev Aletleri,854.78,11,9402.58,6396
281,2022-12-21,P037,Fırın,Ev Aletleri,1391.57,2,2783.14,7277
282,2023-06-21,P032,Mouse,Elektronik,1045.73,8,8365.84,2496
283,2024-04-21,P011,Kalem,Kırtasiye,992.7,19,18861.3,6500
284,2023-12-05,P037,Fırın,Ev Aletleri,849.93,19,16148669999999900,2753
285,2024-10-20,P011,Kalem,Kırtasiye,467.93,11,51472300000000000,8525
286,2023-10-04,P097,Su Şişesi,Mutfak Ürünleri,676.37,12,8116.44,8220
287,2023-07-02,P018,Telefon,Elektronik,439.91,15,6598650000000000,1511
288,2023-07-09,P097,Su Şişesi,Mutfak Ürünleri,1118.34,13,14538419999999900,6868
289,2022-12-06,P037,Fırın,Ev Aletleri,66.23,13,860.99,8712
290,2023-04-14,P097,Su Şişesi,Mutfak Ürünleri,1177.55,4,4710.2,7643
291,2023-04-08,P087,Kulaklık,Elektronik,508.06,16,8128.96,5779
292,2024-02-07,P018,Telefon,Elektronik,601.66,11,6618259999999990,6663
293,2023-04-25,P037,Fırın,Ev Aletleri,1030.43,4,4121.72,8476
294,2023-05-18,P087,Kulaklık,Elektronik,1229.95,7,8609.65,3577
295,2024-10-07,P097,Su Şişesi,Mutfak Ürünleri,800.56,9,7205039999999990,1051
296,2023-01-18,P018,Telefon,Elektronik,1115.41,1,1115.41,4769
297,2023-04-04,P024,Bilgisayar,Elektronik,1485.07,7,10395.49,2027
298,2023-02-12,P063,Klima,Elektronik,221.92,19,4216.48,4710
299,2024-10-07,P024,Bilgisayar,Elektronik,918.39,9,8265.51,9357
300,2023-03-28,P037,Fırın,Ev Aletleri,1033.52,13,13435.76,8019
301,2023-04-12,P024,Bilgisayar,Elektronik,557.29,8,4458.32,8562
302,2022-12-09,P097,Su Şişesi,Mutfak Ürünleri,1029.24,2,2058.48,5579
303,2023-07-22,P063,Klima,Elektronik,1446.45,15,21696.75,3790
304,2024-04-25,P011,Kalem,Kırtasiye,662.13,15,9931.95,9049
305,2024-07-01,P063,Klima,Elektronik,760.55,19,14450.45,6138
306,2024-03-14,P037,Fırın,Ev Aletleri,417.22,7,2920.54,9502
307,2024-09-23,P018,Telefon,Elektronik,840.51,9,7564.59,2615
308,2022-11-12,P082,Defter,Kırtasiye,700.77,6,4204.62,8121
309,2023-02-08,P011,Kalem,Kırtasiye,632.73,19,12021.87,9289
310,2022-11-21,P037,Fırın,Ev Aletleri,244.01,13,3172.13,2957
311,2023-07-03,P024,Bilgisayar,Elektronik,1497.16,4,5988.64,6738
312,2024-08-21,P082,Defter,Kırtasiye,982.28,19,18663.32,3070
313,2023-09-01,P011,Kalem,Kırtasiye,783.31,12,9399.72,6951
314,2024-05-11,P032,Mouse,Elektronik,419.3,3,1257.9,5595
315,2023-05-26,P010,Çanta,Giyim,1095.76,11,12053.36,7872
316,2023-05-01,P063,Klima,Elektronik,807.62,16,12921.92,5122
317,2024-04-05,P097,Su Şişesi,Mutfak Ürünleri,477.7,11,5254.7,8268
318,2024-04-30,P097,Su Şişesi,Mutfak Ürünleri,306.56,13,3985.28,1974
319,2024-05-11,P063,Klima,Elektronik,794.16,15,11912.4,1687
320,2024-04-24,P032,Mouse,Elektronik,432.63,3,1297.89,6221
321,2023-02-12,P063,Klima,Elektronik,869.96,11,9569.56,3392
322,2023-08-14,P097,Su Şişesi,Mutfak Ürünleri,1171.18,6,7027.08,6546
323,2023-10-09,P010,Çanta,Giyim,370.52,16,5928.32,2880
324,2023-08-23,P087,Kulaklık,Elektronik,804.49,9,7240.41,7492
325,2024-02-12,P063,Klima,Elektronik,1456.47,11,16021.17,4663
326,2024-08-21,P010,Çanta,Giyim,1414.8,2,2829.6,2824
327,2024-05-02,P010,Çanta,Giyim,193.43,1,193.43,8049
328,2024-09-20,P024,Bilgisayar,Elektronik,742.19,1,742.19,8836
329,2024-08-12,P011,Kalem,Kırtasiye,904.76,17,15380.92,9271
330,2023-08-28,P082,Defter,Kırtasiye,256.08,3,768.24,4160
331,2022-12-03,P011,Kalem,Kırtasiye,402.59,18,7246.62,4372
332,2024-04-14,P011,Kalem,Kırtasiye,18.35,5,91.75,1223
333,2023-08-18,P024,Bilgisayar,Elektronik,1151.99,5,5759.95,8536
334,2024-04-17,P097,Su Şişesi,Mutfak Ürünleri,986.3,6,5917799999999990,5872
335,2023-09-27,P037,Fırın,Ev Aletleri,804.96,6,4829.76,7747
336,2024-08-01,P037,Fırın,Ev Aletleri,921.95,17,15673.15,6813
337,2024-08-05,P010,Çanta,Giyim,757.53,19,14393.07,6749
338,2023-10-09,P097,Su Şişesi,Mutfak Ürünleri,210.82,12,2529.84,8070
339,2023-03-12,P063,Klima,Elektronik,1244.19,11,13686.09,5029
340,2024-04-20,P063,Klima,Elektronik,110.02,2,220.04,6816
341,2022-11-24,P011,Kalem,Kırtasiye,1369.76,10,13697.6,4088
342,2024-01-17,P087,Kulaklık,Elektronik,564.1,6,33846000000000000,8570
343,2022-12-01,P011,Kalem,Kırtasiye,947.41,7,6631.87,3593
344,2024-08-18,P032,Mouse,Elektronik,1140.35,5,5701.75,9473
345,2023-05-28,P097,Su Şişesi,Mutfak Ürünleri,445.52,3,1336.56,7894
346,2024-05-30,P018,Telefon,Elektronik,561.13,16,8978.08,2608
347,2024-04-15,P063,Klima,Elektronik,583.67,13,7587709999999990,5056
348,2024-03-16,P087,Kulaklık,Elektronik,293.57,13,3816.41,9528
349,2023-09-26,P011,Kalem,Kırtasiye,425.11,18,7651.98,3049
350,2023-12-30,P018,Telefon,Elektronik,1379.75,7,9658.25,9062
351,2023-05-03,P024,Bilgisayar,Elektronik,1043.33,17,17736.61,5195
352,2022-11-27,P082,Defter,Kırtasiye,1266.61,13,16465.93,7999
353,2023-10-09,P087,Kulaklık,Elektronik,248.6,12,2983.2,4103
